PARTICIPANT_A	INTERACTION_TYPE	PARTICIPANT_B	INTERACTION_DATA_SOURCE	INTERACTION_PUBMED_ID	PATHWAY_NAMES	MEDIATOR_IDS
CHEBI:3611	chemical-affects	GABRA1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_cc5fb3cece1eca328a3f78a44674ff57;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRA2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_8c3dee531566adcc99d101b40d9bccbc;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRA3	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_f384210e4b3c5c98103b553194f34f4d;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRA4	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_3b19b30395f33c22f6cb61aa1667731d;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRA5	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_8b33ee3fbd6f71687d112154d4d23178;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRA6	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_d2b2ac86468309cc2fa18e4ae3784795;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRB1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_bb656dc94f11f1231afd4691f9041a82;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRB2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_365c1e395948c9cbeb7e95f599309253;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRB3	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_9108d8c38d8a7a4b2e4ca89ae2aa2916;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRD	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_bf727c6cd71049e0d6ec16b9d69d62c8;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRE	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_e7e5ed6267118d1565105264b857c207;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRG1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_a1050e766125d97192d942b5f84aaed5;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRG2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_6ef3e19427ed0f378376a1cc50fab013;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRG3	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_71727cedb1e5e9dfbeac0f70fd74ee20;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRP	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_ff8e43cca561e1e852d5bc7da26e1d84;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3611	chemical-affects	GABRQ	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_de1b3f44211a6e89f878e9aa37b45cd6;http://pathwaycommons.org/pc12/Control_85f9faef360f62fcbe6781f670980eff
CHEBI:3619	chemical-affects	TSPO	DrugBank			http://pathwaycommons.org/pc12/Control_f5471e98954718a39c1669fa3def7767;http://pathwaycommons.org/pc12/BiochemicalReaction_dd278a6abe872c9f034ecd61e125125b
CHEBI:36219	chemical-affects	GLT6D1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_69e64ff3892f0ead65a1ffeedd41a9c7;http://pathwaycommons.org/pc12/Control_6ca0e8cda4e639ecd4b3785eb97ead47
CHEBI:36219	chemical-affects	GLTP	DrugBank			http://pathwaycommons.org/pc12/Control_264cdf1aabe2955e6734346fc4863383;http://pathwaycommons.org/pc12/BiochemicalReaction_54fe5b31de2d63f453565e04c051d0cf
CHEBI:36219	chemical-affects	LGALS3	DrugBank			http://pathwaycommons.org/pc12/Control_cf1b62dfe90cc9bd0aee9206dcfbb584;http://pathwaycommons.org/pc12/BiochemicalReaction_805d7a823f8bc3e91962ac0725697bdb
CHEBI:3636	chemical-affects	CHRNA10	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_afaf5489e5c3874b8a400e11c027d745;http://pathwaycommons.org/pc12/Control_c48b839badebc5a94839a88603b96e7c
CHEBI:3636	chemical-affects	GRIN3A	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_ddc478993d1a228669dff6f1828d60d0;http://pathwaycommons.org/pc12/Control_a68ec35c4cd64285e99ef91a82758938
CHEBI:3636	chemical-affects	HTR3A	DrugBank			http://pathwaycommons.org/pc12/Control_b81cbd4cf2fe32b4a9b6ab69205fc050;http://pathwaycommons.org/pc12/BiochemicalReaction_169d31aa6fc15da15b0030e40878ad76
CHEBI:3636	chemical-affects	SCN10A	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_c7cd43d904c28b5057c7785ca52fdf55;http://pathwaycommons.org/pc12/Control_c70a254ee24f6dab374b602ea2293e20
CHEBI:3636	chemical-affects	SLC6A3	DrugBank			http://pathwaycommons.org/pc12/Control_ae06de0be15da0681173c6f962a8a24e;http://pathwaycommons.org/pc12/BiochemicalReaction_f92ee152d363debb12bdfe0585aedea0
CHEBI:36373	chemical-affects	TUBB1	DrugBank			http://pathwaycommons.org/pc12/Control_e63b74f021d96886b7e82d428372bea5;http://pathwaycommons.org/pc12/BiochemicalReaction_973074808a1221728919200ba5527328
CHEBI:36386	chemical-affects	GSTZ1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_5acd5780754ec24ce6919cd10355d43f;http://pathwaycommons.org/pc12/Control_41dc1c068f5b611e03da71597e31b0f3
CHEBI:36386	chemical-affects	PDK1	DrugBank			http://pathwaycommons.org/pc12/Control_2ad71f77c5b02a9fb5149c647c2d5aa6;http://pathwaycommons.org/pc12/BiochemicalReaction_0140454eaa3545e37e0eede189378ced
CHEBI:3638	chemical-affects	GSTA2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_0366cfcbdf1317539be86081c060c4cb;http://pathwaycommons.org/pc12/Control_291a6b18b1af71f2865e66a293bd83bd
CHEBI:3638	chemical-affects	TLR9	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_65eb5abe39dff3996728c5a2db380e67;http://pathwaycommons.org/pc12/Control_08529037e03a92fe5d6868076fab178b
CHEBI:3638	chemical-affects	TNF	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_31636a971bc478f0fc881444c3980256;http://pathwaycommons.org/pc12/Control_a251405122a64bfb23c1cc51fe094816
CHEBI:3640	chemical-affects	CA1	DrugBank			http://pathwaycommons.org/pc12/Control_e3014d69d27da182419109e0108198b2;http://pathwaycommons.org/pc12/BiochemicalReaction_f75e0ad7bb819fd7e54f59525510d470
CHEBI:3640	chemical-affects	CA2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_8f619cc657a6e4744d62040ff43bbc42;http://pathwaycommons.org/pc12/Control_62e6dafcd00a86bdb5faf1fdf3599cae
CHEBI:3640	chemical-affects	SLC12A3	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_ed04999b6aedbe6671fa71bf3565d00e;http://pathwaycommons.org/pc12/Control_6d929acb19330102085cb96ad960d962
CHEBI:3641	chemical-affects	ESR1	DrugBank			http://pathwaycommons.org/pc12/Control_0a9d2ef25d7ac1cf7730d854345396a5;http://pathwaycommons.org/pc12/BiochemicalReaction_bfbd6b6d49648e087c5dbc5ce6cbccfb
CHEBI:364453	chemical-affects	PTGS1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_b6c6f7c12232ad121fa9a9f27fa4c947;http://pathwaycommons.org/pc12/Control_e5ebfc30b0f528e61fd5c6939e8d2db1
CHEBI:364453	chemical-affects	PTGS2	DrugBank			http://pathwaycommons.org/pc12/Control_e6783103e0457637d27e6204b6e248c5;http://pathwaycommons.org/pc12/BiochemicalReaction_2f7c8197f4e1b3e45f54a1bcd32e30e5
CHEBI:3647	chemical-affects	ADRA1A	DrugBank			http://pathwaycommons.org/pc12/Control_cd5634151510e0f5a8bd9038bbbaf76b;http://pathwaycommons.org/pc12/BiochemicalReaction_96c637bcd965c61e3e6e1514323f80e0;http://pathwaycommons.org/pc12/Control_4d2e6643ad4f9a35f49fda6553227892
CHEBI:3647	chemical-affects	ADRA1B	DrugBank			http://pathwaycommons.org/pc12/Control_30e9643ffa9901489d93a636eeb02ef7;http://pathwaycommons.org/pc12/BiochemicalReaction_b82e92a2961ef84f9eeaf5db76bee9ea;http://pathwaycommons.org/pc12/Control_4d2e6643ad4f9a35f49fda6553227892
CHEBI:3647	chemical-affects	ADRA1D	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_fffc93ce4bd92d0a55ffb92720b5055c;http://pathwaycommons.org/pc12/Control_4d2e6643ad4f9a35f49fda6553227892
CHEBI:3647	chemical-affects	ADRA2A	DrugBank			http://pathwaycommons.org/pc12/Control_580f35266b1207cd0ee718b3e93e849c;http://pathwaycommons.org/pc12/BiochemicalReaction_2612a1ef41ae12d1e9aa263254b2de30
CHEBI:3647	chemical-affects	ADRA2B	DrugBank			http://pathwaycommons.org/pc12/Control_580f35266b1207cd0ee718b3e93e849c;http://pathwaycommons.org/pc12/BiochemicalReaction_850ce157f78c91b70416ca9c69c06923
CHEBI:3647	chemical-affects	ADRA2C	DrugBank			http://pathwaycommons.org/pc12/Control_580f35266b1207cd0ee718b3e93e849c;http://pathwaycommons.org/pc12/BiochemicalReaction_ed9c053bea47bb85f3c7b0a79b32edcf
CHEBI:3647	chemical-affects	CALM1	DrugBank			http://pathwaycommons.org/pc12/Control_53b994fc1292bf895d4b614f5a58dc98;http://pathwaycommons.org/pc12/BiochemicalReaction_5b35729f8abfaca76de55dc74ab68942
CHEBI:3647	chemical-affects	CHRM1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_1e9afa8b3da362d4ee72346b625bb09c;http://pathwaycommons.org/pc12/Control_6e3200e0665818f579d6c31c6a59db5f
CHEBI:3647	chemical-affects	CHRM3	DrugBank			http://pathwaycommons.org/pc12/Control_6eb64a125fd06a2ca1f52573a2ee4e49;http://pathwaycommons.org/pc12/BiochemicalReaction_f0970a9df21d4ec4c1e1df2dcb43c7b0
CHEBI:3647	chemical-affects	DRD1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_6d01b124e008b1a8ac02d35c2f5e6ec5;http://pathwaycommons.org/pc12/Control_e462b9db8fe2027857597f3db8fb662d;http://pathwaycommons.org/pc12/Control_7a041d4f725618019c8ab8e26aa6a7bf
CHEBI:3647	chemical-affects	DRD2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_e65328da4dffc9de1d649dbbd608a17e;http://pathwaycommons.org/pc12/Control_e6ef8ca68e6353fec64969f490554623
CHEBI:3647	chemical-affects	DRD3	DrugBank			http://pathwaycommons.org/pc12/Control_560898e0ff08c420081dce618dbd4910;http://pathwaycommons.org/pc12/BiochemicalReaction_ca1c00cf8609f519a9215695acb9d0a3
CHEBI:3647	chemical-affects	DRD4	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_40856bd5f530877bd325f0b93e74a4a2;http://pathwaycommons.org/pc12/Control_7a8af9cab26935f461b791ff51ef465e
CHEBI:3647	chemical-affects	DRD5	DrugBank			http://pathwaycommons.org/pc12/Control_e462b9db8fe2027857597f3db8fb662d;http://pathwaycommons.org/pc12/Control_04ac376b0db8a12941d8fab93d1aff94;http://pathwaycommons.org/pc12/BiochemicalReaction_5c6accc4d03295803776f6be1bfbe704
CHEBI:3647	chemical-affects	HRH1	DrugBank			http://pathwaycommons.org/pc12/Control_3fff8f1e1acceb445b666a527dbf36f6;http://pathwaycommons.org/pc12/BiochemicalReaction_5aadb4d480e0bb7d86adaf9aaa87d767
CHEBI:3647	chemical-affects	HRH4	DrugBank			http://pathwaycommons.org/pc12/Control_44a29d44528463238b3a43b794799611;http://pathwaycommons.org/pc12/BiochemicalReaction_dbbe2b71770444171cd143ff099f270c
CHEBI:3647	chemical-affects	HTR1A	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_aaff4956f1c1dae370d145a7d433e1f9;http://pathwaycommons.org/pc12/Control_8fd110d8e7aeecbab8e84264ab292352
CHEBI:3647	chemical-affects	HTR2A	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_780815d05db354fe2dd51058f17e8c62;http://pathwaycommons.org/pc12/Control_8d75bd59c9f5b48f838fa7af298ea0b1;http://pathwaycommons.org/pc12/Control_09770fc92c1d65f977caf82afdc90d2a
CHEBI:3647	chemical-affects	HTR2B	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_4fe1f9102f70442fd97ae583ecddc5eb;http://pathwaycommons.org/pc12/Control_09770fc92c1d65f977caf82afdc90d2a
CHEBI:3647	chemical-affects	HTR2C	DrugBank			http://pathwaycommons.org/pc12/Control_ff78e263061994d97b50d0abbb919cbe;http://pathwaycommons.org/pc12/BiochemicalReaction_dfc8494fd6e490259ca4f22013068d19;http://pathwaycommons.org/pc12/Control_09770fc92c1d65f977caf82afdc90d2a
CHEBI:3647	chemical-affects	HTR6	DrugBank			http://pathwaycommons.org/pc12/Control_b57a39bc7d76d92115d356164b099a9c;http://pathwaycommons.org/pc12/BiochemicalReaction_3826eac516ddac8acefe5e70597dec13
CHEBI:3647	chemical-affects	HTR7	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_fb80a6a677d2fa782164d98deb234423;http://pathwaycommons.org/pc12/Control_bc177d123a454e8ac2746da3dc1cdfcc
CHEBI:3647	chemical-affects	KCNH2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_2eb5030a735746510093134c2c1d3619;http://pathwaycommons.org/pc12/Control_a9e2df87d47b6bc6b73394579fe1ebe5
CHEBI:3647	chemical-affects	ORM1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_8954f29e811c9f7a38b1260f67f55382;http://pathwaycommons.org/pc12/Control_1ceafca3a978802efbd4e58175de6c5a
CHEBI:3647	chemical-affects	ORM2	DrugBank			http://pathwaycommons.org/pc12/Control_1ceafca3a978802efbd4e58175de6c5a;http://pathwaycommons.org/pc12/BiochemicalReaction_567a95b4abc058a0cdbcb7d45a618d5b
CHEBI:3647	chemical-affects	SMPD1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_8d23bd419943af6ec6cee4bd8987a64c;http://pathwaycommons.org/pc12/Control_6c8a386f28dae88517821b0def4f0f10
CHEBI:3650	chemical-affects	ABCC8	DrugBank			http://pathwaycommons.org/pc12/Control_cd2da4f56b79b0c5a97b9380c174ee2b;http://pathwaycommons.org/pc12/BiochemicalReaction_4aa70d8bb6e335c4b846e76cb5cc5288
CHEBI:3654	chemical-affects	CA1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_f75e0ad7bb819fd7e54f59525510d470;http://pathwaycommons.org/pc12/Control_db7e070548a419d32857bbe53f72cd4c
CHEBI:3654	chemical-affects	SLC12A1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_471926f18ef54ba9ea94d1ce3f50b9fb;http://pathwaycommons.org/pc12/Control_65dca9f3feec5f2239ffc5b863807a39
CHEBI:3655	chemical-affects	KCNMA1	DrugBank			http://pathwaycommons.org/pc12/Control_88a6ecb14c21b7448b885a8657b6d22b;http://pathwaycommons.org/pc12/BiochemicalReaction_0614c0fc4b469e671c751b8c97c2148e
CHEBI:3668	chemical-affects	ACHE	DrugBank			http://pathwaycommons.org/pc12/Control_ddbae9e4a2d09790779aa14bec99d32d;http://pathwaycommons.org/pc12/BiochemicalReaction_721b1c222e163e3c64f6979176c261b0
CHEBI:3668	chemical-affects	BCHE	DrugBank			http://pathwaycommons.org/pc12/Control_c4e019b3eb4df746960411b25124d07c;http://pathwaycommons.org/pc12/BiochemicalReaction_3fe796664975216b7c510a4701f621d3
CHEBI:3668	chemical-affects	CHRNA7	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_2e9b551f85460af16bbb354eb9a2b7b7;http://pathwaycommons.org/pc12/Control_4387f8268c31ab5a95e28602c407b812
CHEBI:3668	chemical-affects	PCYT1A	DrugBank			http://pathwaycommons.org/pc12/Control_e56b2ffc3ea077d429dd9bb22e8ff652;http://pathwaycommons.org/pc12/BiochemicalReaction_eb1f65f044c0a10141fa3230db83aa91
CHEBI:3668	chemical-affects	PCYT1B	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_c07d0f3ef74527b6ea924ee554859012;http://pathwaycommons.org/pc12/Control_3b54b8a1a17001421b2520dc33d49107
CHEBI:3668	chemical-affects	PHOSPHO1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_9322f535b7b03d6be60b24db740f2ef1;http://pathwaycommons.org/pc12/Control_3c254088a706693c6f5b2242097f9aa3
CHEBI:3668	chemical-affects	PLD1	DrugBank			http://pathwaycommons.org/pc12/Control_fd242ca2f2c19c0a02696b5184c0660c;http://pathwaycommons.org/pc12/BiochemicalReaction_ea63d18a1c5e6640f7bce725ed6289f4
CHEBI:3668	chemical-affects	PLD2	DrugBank			http://pathwaycommons.org/pc12/Control_0fa53f04b8c6b8ba4d532533d7670a47;http://pathwaycommons.org/pc12/BiochemicalReaction_792a443f306a8ec0f7927f6fd8442ce3
CHEBI:36704	chemical-affects	TLR7	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_8bb107344de035233242e5851d19f743;http://pathwaycommons.org/pc12/Control_a501a4172d322d875f2a94b9862aff9e
CHEBI:36704	chemical-affects	TLR8	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_f69954e2d4812aa1bc6618f47a494a24;http://pathwaycommons.org/pc12/Control_b67e48537ab48918716edc900e7a7a37
CHEBI:36706	chemical-affects	TLR7	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_8bb107344de035233242e5851d19f743;http://pathwaycommons.org/pc12/Control_b7e183b9218f52f770703dc0a0643f53
CHEBI:36706	chemical-affects	TLR8	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_f69954e2d4812aa1bc6618f47a494a24;http://pathwaycommons.org/pc12/Control_1d5e80b7472c5ddcf9c4124a2dfffb59
CHEBI:36773	chemical-affects	TRPA1	DrugBank			http://pathwaycommons.org/pc12/Control_a5e47fffbeffc28c806fc6f84e7281d6;http://pathwaycommons.org/pc12/BiochemicalReaction_a5d88042b22df6676406cbd8a962e2b7
CHEBI:36773	chemical-affects	TRPM8	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_f90eefbd5d23eb7d5077498548af1044;http://pathwaycommons.org/pc12/Control_14f8afdb0393f8176496a613e19d09af
CHEBI:36773	chemical-affects	TRPV1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_a190fcb408dc28b3e20e5f9399bc6a39;http://pathwaycommons.org/pc12/Control_1e4c48d3172fdd838cb1bde953963fcf
CHEBI:36773	chemical-affects	TRPV3	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_48c5a6fc38cbb66d46c673e8fdde261b;http://pathwaycommons.org/pc12/Control_67703bb14fa14f42cb943414ae952ea9
CHEBI:36791	chemical-affects	ADRA1A	DrugBank			http://pathwaycommons.org/pc12/Control_ead2afb87157984001fb74da1fb1bd12;http://pathwaycommons.org/pc12/BiochemicalReaction_96c637bcd965c61e3e6e1514323f80e0
CHEBI:36791	chemical-affects	CHRM1	DrugBank			http://pathwaycommons.org/pc12/Control_a2fbd915ea806e685560f03e8ed4fde2;http://pathwaycommons.org/pc12/BiochemicalReaction_1e9afa8b3da362d4ee72346b625bb09c
CHEBI:36791	chemical-affects	HRH1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_5aadb4d480e0bb7d86adaf9aaa87d767;http://pathwaycommons.org/pc12/Control_24c53cf930a66bf8d0840c1b081927d9
CHEBI:36791	chemical-affects	SLC6A2	DrugBank			http://pathwaycommons.org/pc12/Control_6beee45eae7e390d1a19d408fe0b19ed;http://pathwaycommons.org/pc12/BiochemicalReaction_06ef0b233a4588af0b9a4089445fd0ee
CHEBI:36791	chemical-affects	SLC6A3	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_f92ee152d363debb12bdfe0585aedea0;http://pathwaycommons.org/pc12/Control_a0a2382b3a768993e1e9a0f5fb87c176
CHEBI:36791	chemical-affects	SLC6A4	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_0f03bea9dbcbf7bdfe7d9e2bdc236a71;http://pathwaycommons.org/pc12/Control_9a184bcfc1a9774b1924418bca066076
CHEBI:36795	chemical-affects	SLC6A2	DrugBank			http://pathwaycommons.org/pc12/Control_ac99a09f3397f33f505545eeeaa83334;http://pathwaycommons.org/pc12/BiochemicalReaction_06ef0b233a4588af0b9a4089445fd0ee
CHEBI:36795	chemical-affects	SLC6A3	DrugBank			http://pathwaycommons.org/pc12/Control_64a0c3af778a598d226d839f3a80d44f;http://pathwaycommons.org/pc12/BiochemicalReaction_f92ee152d363debb12bdfe0585aedea0
CHEBI:36795	chemical-affects	SLC6A4	DrugBank			http://pathwaycommons.org/pc12/Control_5ef4d99f0a75d6b76df6940fab0ee81d;http://pathwaycommons.org/pc12/BiochemicalReaction_0f03bea9dbcbf7bdfe7d9e2bdc236a71
CHEBI:36803	chemical-affects	ADRA1A	DrugBank			http://pathwaycommons.org/pc12/Control_392ed428a64ea98588815fb42f881e3d;http://pathwaycommons.org/pc12/BiochemicalReaction_96c637bcd965c61e3e6e1514323f80e0
CHEBI:36803	chemical-affects	ADRA1B	DrugBank			http://pathwaycommons.org/pc12/Control_392ed428a64ea98588815fb42f881e3d;http://pathwaycommons.org/pc12/BiochemicalReaction_b82e92a2961ef84f9eeaf5db76bee9ea
CHEBI:36803	chemical-affects	ADRA1D	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_fffc93ce4bd92d0a55ffb92720b5055c;http://pathwaycommons.org/pc12/Control_392ed428a64ea98588815fb42f881e3d
CHEBI:36803	chemical-affects	ADRA2A	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_2612a1ef41ae12d1e9aa263254b2de30;http://pathwaycommons.org/pc12/Control_4f7d139de7b60786e032ebcd680f4d49
CHEBI:36803	chemical-affects	ADRA2B	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_850ce157f78c91b70416ca9c69c06923;http://pathwaycommons.org/pc12/Control_4f7d139de7b60786e032ebcd680f4d49
CHEBI:36803	chemical-affects	ADRA2C	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_ed9c053bea47bb85f3c7b0a79b32edcf;http://pathwaycommons.org/pc12/Control_4f7d139de7b60786e032ebcd680f4d49
CHEBI:36803	chemical-affects	CHRM1	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_1e9afa8b3da362d4ee72346b625bb09c;http://pathwaycommons.org/pc12/Control_46b8aa71c5cb7a72ec6452acfc4d8e51
CHEBI:36803	chemical-affects	CHRM2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_cd2963841da42bba7e642ba3db0d18e4;http://pathwaycommons.org/pc12/Control_45f43806c6796cf7d0d68ed0f4f090b4
CHEBI:36803	chemical-affects	CHRM3	DrugBank			http://pathwaycommons.org/pc12/Control_9206c89a544907f19f19f3a55e66a8d7;http://pathwaycommons.org/pc12/BiochemicalReaction_f0970a9df21d4ec4c1e1df2dcb43c7b0
CHEBI:36803	chemical-affects	CHRM4	DrugBank			http://pathwaycommons.org/pc12/Control_86c92cb3750bf6bf8678c85b263396be;http://pathwaycommons.org/pc12/BiochemicalReaction_5f399a8fdb25b0223ef06b9b3593388f
CHEBI:36803	chemical-affects	CHRM5	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_3cb15115c31bd6b63a1fc435267a23dd;http://pathwaycommons.org/pc12/Control_0ad6efba8a2ba35f4f80409e92d87e0e
CHEBI:36803	chemical-affects	HRH1	DrugBank			http://pathwaycommons.org/pc12/Control_629b6e3ca8fb5688d79d3242a94b9125;http://pathwaycommons.org/pc12/BiochemicalReaction_5aadb4d480e0bb7d86adaf9aaa87d767
CHEBI:36803	chemical-affects	HTR1A	DrugBank			http://pathwaycommons.org/pc12/Control_9c69cdde077860a54fcf5e0573c59e6f;http://pathwaycommons.org/pc12/BiochemicalReaction_aaff4956f1c1dae370d145a7d433e1f9
CHEBI:36803	chemical-affects	HTR2A	DrugBank			http://pathwaycommons.org/pc12/Control_e6725fa17ae2572a7c1221e5929d8ace;http://pathwaycommons.org/pc12/BiochemicalReaction_780815d05db354fe2dd51058f17e8c62
CHEBI:36803	chemical-affects	SLC6A2	DrugBank			http://pathwaycommons.org/pc12/Control_430854a65fad586e39d57022602a26f1;http://pathwaycommons.org/pc12/BiochemicalReaction_06ef0b233a4588af0b9a4089445fd0ee
CHEBI:36803	chemical-affects	SLC6A4	DrugBank			http://pathwaycommons.org/pc12/Control_3e989b7b5a76cc0890d8362fa4e4ee4f;http://pathwaycommons.org/pc12/BiochemicalReaction_0f03bea9dbcbf7bdfe7d9e2bdc236a71
CHEBI:3697	chemical-affects	DPEP1	DrugBank			http://pathwaycommons.org/pc12/Control_2dd9e8167fc3e92c8d417ce98a59e3b5;http://pathwaycommons.org/pc12/BiochemicalReaction_29372acdc0abcce6db6df32647644641
CHEBI:3698	chemical-affects	ACE	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_864c81def3ce2e72ebdd53574fce1a0b;http://pathwaycommons.org/pc12/Control_5bcf05dfd9f8dafb94dfd29346b075e8
CHEBI:3699	chemical-affects	HRH2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_792082927b59cac3afbbafc8fb9932c1;http://pathwaycommons.org/pc12/Control_9d65b89d878469aac42e0ae7985fc120
CHEBI:37050	chemical-affects	HADH	DrugBank			http://pathwaycommons.org/pc12/Control_2f16828eda150aec87d7b31d860fcd0d;http://pathwaycommons.org/pc12/BiochemicalReaction_303c5f4a6d5970b1b7f3d89681719826
CHEBI:3720	chemical-affects	HTR2A	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_780815d05db354fe2dd51058f17e8c62;http://pathwaycommons.org/pc12/Control_a5dfa9878e27871516a35ac9b50b4dd6
CHEBI:3720	chemical-affects	HTR3A	DrugBank			http://pathwaycommons.org/pc12/Control_21f554954dfa48cf69e848f14bded300;http://pathwaycommons.org/pc12/BiochemicalReaction_169d31aa6fc15da15b0030e40878ad76
CHEBI:3720	chemical-affects	HTR4	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_56fb351338acfe0873cd7792238e9c8d;http://pathwaycommons.org/pc12/Control_82bcba661482f05024b28f81900305d9
CHEBI:3720	chemical-affects	KCNH2	DrugBank			http://pathwaycommons.org/pc12/BiochemicalReaction_2eb5030a735746510093134c2c1d3619;http://pathwaycommons.org/pc12/Control_e7659a92f2097e374ef9a17907308e2e
